description,code,type
Beardsell Ltd EOD Prices,BOM539447,BSE
Beckons Industries Ltd. EOD Prices,BOM531937,BSE
Bedmutha Industries Ltd. EOD Prices,BOM533270,BSE
Beekay Steel Industries Ltd EOD Prices,BOM539018,BSE
Beeyu Overseas Ltd. EOD Prices,BOM532645,BSE
Bell Agromachina Ltd. EOD Prices,BOM531112,BSE
Bella Casa Fashion & Retail Ltd EOD Prices,BOM539399,BSE
Bemco Hydraulics Ltd. EOD Prices,BOM522650,BSE
Beml Ltd. EOD Prices,BOM500048,BSE
Benares Hotels Ltd. EOD Prices,BOM509438,BSE
Bengal & Assam Company Ltd. EOD Prices,BOM533095,BSE
Bengal Tea & Fabrics Ltd. EOD Prices,BOM532230,BSE
Bentley Commercial Enterprises Ltd. EOD Prices,BOM512195,BSE
Benzo Petro International Ltd. EOD Prices,BOM524737,BSE
Berger Paints India Ltd. EOD Prices,BOM509480,BSE
Bervin Investment & Leasing Ltd. EOD Prices,BOM531340,BSE
Beryl Drugs Ltd. EOD Prices,BOM524606,BSE
Beryl Securities Ltd. EOD Prices,BOM531582,BSE
Best & Crompton Engg.ltd. EOD Prices,BOM500046,BSE
Best Eastern Hotels Ltd. EOD Prices,BOM508664,BSE
Beta-kappa Investments Ltd. EOD Prices,BOM531481,BSE
Betex India Ltd. EOD Prices,BOM512477,BSE
Bf Investment Ltd. EOD Prices,BOM533303,BSE
Bf Utilities Ltd.-$ EOD Prices,BOM532430,BSE
Bgil Films & Technologies Ltd. EOD Prices,BOM511664,BSE
Bgr Energy Systems Ltd. EOD Prices,BOM532930,BSE
Bhagawati Gas Limited EOD Prices,BOM500051,BSE
Bhageria Industries Ltd EOD Prices,BOM530803,BSE
Bhagiradha Chemicals & Industries Ltd. EOD Prices,BOM531719,BSE
Bhagwandas Metals Ltd. EOD Prices,BOM530095,BSE
Bhagwati Autocast Ltd. EOD Prices,BOM504646,BSE
Bhagwati Oxygen Ltd. EOD Prices,BOM509449,BSE
Bhagyanagar India Ltd. EOD Prices,BOM512296,BSE
Bhagyashree Leasing & Finance Ltd. EOD Prices,BOM511698,BSE
Bhagyodaya Infrastructure Development Ltd EOD Prices,BOM501233,BSE
Bhandari Hosiery Exports Ltd. EOD Prices,BOM512608,BSE
Bhanderi Infracon Ltd EOD Prices,BOM538576,BSE
Bhanot Construction & Housing Ltd. EOD Prices,BOM534740,BSE
Bhansali Engineering Polymers Ltd.-$ EOD Prices,BOM500052,BSE
Bharat Agri Fert & Realty Ltd. EOD Prices,BOM531862,BSE
Bharat Bhushan Share & Commodity Brokers Ltd. EOD Prices,BOM511501,BSE
Bharat Bijlee Ltd.-$ EOD Prices,BOM503960,BSE
Bharat Electronics Ltd. EOD Prices,BOM500049,BSE
Bharat Forge Ltd. EOD Prices,BOM500493,BSE
Bharat Gears Ltd. EOD Prices,BOM505688,BSE
Bharat Heavy Electricals Ltd. EOD Prices,BOM500103,BSE
Bharat Immunologicals & Biologicals Corporation Ltd.-$ EOD Prices,BOM524663,BSE
Bharat Petroleum Corporation Ltd. EOD Prices,BOM500547,BSE
Bharat Rasayan Ltd. EOD Prices,BOM590021,BSE
Bharat Seats Ltd.-$ EOD Prices,BOM523229,BSE
Bharat Textiles & Proofing Industries Ltd. EOD Prices,BOM531029,BSE
Bharati Shipyard Ltd. EOD Prices,BOM532609,BSE
Bharatiya Global Infomedia Ltd. EOD Prices,BOM533499,BSE
Bharti Airtel Ltd. EOD Prices,BOM532454,BSE
Bharti Infratel Ltd. EOD Prices,BOM534816,BSE
Bhartiya International Ltd. EOD Prices,BOM526666,BSE
Bheema Cements Ltd. EOD Prices,BOM518017,BSE
Bhilwara Spinners Ltd. EOD Prices,BOM514272,BSE
Bhilwara Technical Textiles Ltd. EOD Prices,BOM533108,BSE
Bhilwara Tex-fin Ltd. EOD Prices,BOM530879,BSE
Bhoruka Aluminium Ltd. EOD Prices,BOM506027,BSE
Bhushan Steel Ltd. EOD Prices,BOM500055,BSE
Bhuwalka Steel Industries Ltd.-$ EOD Prices,BOM513333,BSE
Bihar Sponge Iron Ltd. EOD Prices,BOM500058,BSE
Bijlee Textiles Ltd. EOD Prices,BOM512313,BSE
Bijoy Hans Ltd. EOD Prices,BOM524723,BSE
Bil Energy Systems Ltd. EOD Prices,BOM533321,BSE
Bilcare Ltd.-$ EOD Prices,BOM526853,BSE
Bilpower Ltd. EOD Prices,BOM531590,BSE
Bimetal Bearings Ltd.-$ EOD Prices,BOM505681,BSE
Binani Industries Ltd. EOD Prices,BOM500059,BSE
Binayak Tex Processors Ltd. EOD Prices,BOM523054,BSE
Binny Ltd. EOD Prices,BOM514215,BSE
Binny Mills Ltd. EOD Prices,BOM535620,BSE
Bio Green Papers Ltd EOD Prices,BOM534535,BSE
Biocon Ltd. EOD Prices,BOM532523,BSE
Biofil Chemicals & Pharmaceuticals Ltd. EOD Prices,BOM524396,BSE
Biopac India Corporation Ltd.-$ EOD Prices,BOM532330,BSE
Birdhi Chand Pannalal Agencies Ltd EOD Prices,BOM538364,BSE
Birla Capital & Financial Services Ltd. EOD Prices,BOM512332,BSE
Birla Corporation Ltd. EOD Prices,BOM500335,BSE
Birla Cotsyn (india) Ltd. EOD Prices,BOM533006,BSE
Birla Ericsson Optical Ltd. EOD Prices,BOM500060,BSE
Birla Pacific Medspa Ltd. EOD Prices,BOM533469,BSE
Birla Power Solutions Ltd.-$ EOD Prices,BOM517001,BSE
Birla Precision Technologies Ltd. EOD Prices,BOM522105,BSE
Birla Shloka Edutech Ltd. EOD Prices,BOM511607,BSE
Birla Sun Life Focused Equity Fund - Series 3 - Direct Plan - Dividend Payout EOD Prices,BOM538758,BSE
Birla Sun Life Focused Equity Fund - Series 3 - Direct Plan - Growth EOD Prices,BOM538757,BSE
Birla Sun Life Focused Equity Fund - Series 3 - Regular Plan - Dividend Payout EOD Prices,BOM538756,BSE
Birla Sun Life Focused Equity Fund - Series 3- Regular Plan - Growth EOD Prices,BOM538755,BSE
Birla Sun Life Focused Equity Fund - Series 4 - Direct Plan - Dividend Payout EOD Prices,BOM538844,BSE
Birla Sun Life Focused Equity Fund - Series 4 - Direct Plan - Growth EOD Prices,BOM538843,BSE
Birla Sun Life Focused Equity Fund - Series 4 - Regular Plan - Dividend Payout EOD Prices,BOM538842,BSE
Birla Sun Life Focused Equity Fund - Series 4- Regular Plan - Growth EOD Prices,BOM538841,BSE
Birla Sun Life Focused Equity Fund - Series 5 - Direct Plan - Dividend Payout EOD Prices,BOM539055,BSE
Birla Sun Life Focused Equity Fund - Series 5 - Direct Plan - Growth EOD Prices,BOM539054,BSE
Birla Sun Life Focused Equity Fund - Series 5 - Regular Plan - Dividend Payout EOD Prices,BOM539053,BSE
Birla Sun Life Focused Equity Fund - Series 5- Regular Plan - Growth EOD Prices,BOM539052,BSE
Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Dividend Payout EOD Prices,BOM539423,BSE
Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Growth EOD Prices,BOM539422,BSE
Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Dividend Payout EOD Prices,BOM539421,BSE
Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Growth EOD Prices,BOM539420,BSE
Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan - Growth EOD Prices,BOM537646,BSE
Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund-series 1-direct Plan-dividnd Payot EOD Prices,BOM537647,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan - Growth EOD Prices,BOM537644,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan - Growth EOD Prices,BOM538017,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-dividend P EOD Prices,BOM538018,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - D P EOD Prices,BOM538016,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - Growth EOD Prices,BOM538015,BSE
Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund-series 1-regular Plan-divind Payot EOD Prices,BOM537645,BSE
Birla Transasia Carpets Ltd. EOD Prices,BOM503823,BSE
Bisil Plast Limited EOD Prices,BOM531671,BSE
Bits Ltd. EOD Prices,BOM526709,BSE
Bkv Industries Ltd. EOD Prices,BOM519500,BSE
Black Rose Industries Ltd. EOD Prices,BOM514183,BSE
BlackRock NY Muni Inc Qty Common (BSE) Stock Prices, Dividends and Splits,BSE
Blazon Marbles Limited EOD Prices,BOM531570,BSE
Blb Ltd. EOD Prices,BOM532290,BSE
Bliss Gvs Pharma Ltd. EOD Prices,BOM506197,BSE
Bloom Dekor Ltd.-$ EOD Prices,BOM526225,BSE
Bloom Industries Ltd. EOD Prices,BOM513422,BSE
Bls Infotech Ltd. EOD Prices,BOM531175,BSE
Blue Blends (india) Ltd EOD Prices,BOM502761,BSE
Blue Chip India Ltd. EOD Prices,BOM531936,BSE
Blue Chip Tex Industries Ltd. EOD Prices,BOM506981,BSE
Blue Circle Services Ltd. EOD Prices,BOM508939,BSE
Blue Coast Hotels Ltd. EOD Prices,BOM531495,BSE
Blue Dart Express Ltd. EOD Prices,BOM526612,BSE
Blue Pearl Texspin Limited EOD Prices,BOM514440,BSE
Blue Star Infotech Ltd. EOD Prices,BOM532346,BSE
Blue Star Ltd. EOD Prices,BOM500067,BSE
Bluechip Stockspin Ltd. EOD Prices,BOM531713,BSE
Bmb Music & Magnetics Ltd. EOD Prices,BOM531420,BSE
Bnk Capital Markets Ltd. EOD Prices,BOM500069,BSE
Bnr Udyog Ltd. EOD Prices,BOM530809,BSE
Bodal Chemicals Ltd. EOD Prices,BOM524370,BSE
Bodhtree Consulting Ltd EOD Prices,BOM539122,BSE
Bombay Burmah Trading Corp.ltd. EOD Prices,BOM501425,BSE
Bombay Cycle & Motor Agency Ltd. EOD Prices,BOM501430,BSE
Bombay Dyeing & Mfg.co.ltd. EOD Prices,BOM500020,BSE
Bombay Oxygen Corporation Ltd. EOD Prices,BOM509470,BSE
Bombay Potteries & Tiles Ltd. EOD Prices,BOM502216,BSE
Bombay Rayon Fashions Ltd. EOD Prices,BOM532678,BSE
Bombay Swadeshi Stores Ltd. EOD Prices,BOM531276,BSE
Bonanza Industries Ltd. EOD Prices,BOM523133,BSE
Borax Morarji Ltd. EOD Prices,BOM506315,BSE
Borosil Glass Works Ltd. EOD Prices,BOM502219,BSE
Bosch Ltd. EOD Prices,BOM500530,BSE
Boston Bio Systems Ltd. EOD Prices,BOM531458,BSE
Boston Leasing And Finance Ltd EOD Prices,BOM539274,BSE
Boston Teknowsys (india) Ltd EOD Prices,BOM536820,BSE
Bothra Metals & Alloys Ltd. EOD Prices,BOM535279,BSE
Bpl Ltd. EOD Prices,BOM500074,BSE
Brady & Morris Engineering Co.ltd. EOD Prices,BOM505690,BSE
Brahmanand Himghar Ltd. EOD Prices,BOM590081,BSE
Brahmaputra Infrastructure Ltd. EOD Prices,BOM535693,BSE
Brakes Auto (india) Ltd. EOD Prices,BOM520115,BSE
Brand Realty Services Ltd. EOD Prices,BOM531203,BSE
Brandhouse Retails Ltd. EOD Prices,BOM533059,BSE
Brawn Biotech Ltd. EOD Prices,BOM530207,BSE
Bridge Securities Ltd. EOD Prices,BOM530249,BSE
Brigade Enterprises Ltd. EOD Prices,BOM532929,BSE
Bright Brothers Ltd.-$ EOD Prices,BOM526731,BSE
Brijlaxmi Leasing & Finance Ltd. EOD Prices,BOM532113,BSE
Brilliant Portfolios Ltd EOD Prices,BOM539434,BSE
Britannia Industries Ltd. EOD Prices,BOM500825,BSE
Broadcast Initiatives Ltd. EOD Prices,BOM532816,BSE
Bronze Infra-tech Ltd. EOD Prices,BOM534731,BSE
Brooks Laboratories Ltd. EOD Prices,BOM533543,BSE
Brushman (india) Ltd.-$ EOD Prices,BOM590061,BSE
Bs Ltd. EOD Prices,BOM533276,BSE
Bsel Infrastructure Realty Ltd. EOD Prices,BOM532123,BSE
Bsl Ltd. EOD Prices,BOM514045,BSE
Budge Budge Company Ltd EOD Prices,BOM538789,BSE
Burnpur Cement Ltd. EOD Prices,BOM532931,BSE
Butterfly Gandhimathi Appliances Ltd EOD Prices,BOM517421,BSE
Bwl Ltd. EOD Prices,BOM504643,BSE
C & C Constructions Ltd. EOD Prices,BOM532813,BSE
C. Mahendra Exports Ltd. EOD Prices,BOM533304,BSE
C.j.gelatine Products Ltd. EOD Prices,BOM507515,BSE
Cable Corporation Of India Ltd. EOD Prices,BOM500077,BSE
Cadila Healthcare Ltd. EOD Prices,BOM532321,BSE
Cairn India Ltd. EOD Prices,BOM532792,BSE
Calcom Vision Ltd. EOD Prices,BOM517236,BSE
California Software Co.ltd. EOD Prices,BOM532386,BSE
Cals Refineries Ltd. EOD Prices,BOM526652,BSE
Cambridge Technology Enterprises Ltd. EOD Prices,BOM532801,BSE
Camex Ltd. EOD Prices,BOM524440,BSE
Camlin Fine Sciences Ltd. EOD Prices,BOM532834,BSE
Camphor & Allied Products Ltd.-$ EOD Prices,BOM500078,BSE
Camson Bio Technologies Ltd EOD Prices,BOM538858,BSE
Camson Bio Technologies Ltd-$ EOD Prices,BOM590076,BSE
Can Fin Homes Ltd. EOD Prices,BOM511196,BSE
Canara Bank EOD Prices,BOM532483,BSE
Canopy Finance Ltd EOD Prices,BOM539304,BSE
Cantabil Retail India Ltd. EOD Prices,BOM533267,BSE
Capfin India Ltd EOD Prices,BOM539198,BSE
Capital First Ltd. EOD Prices,BOM532938,BSE
Capital Trade Links Ltd EOD Prices,BOM538476,BSE
Capital Trust Ltd. EOD Prices,BOM511505,BSE
Caplin Point Laboratories Ltd. EOD Prices,BOM524742,BSE
Capman Financials Ltd. EOD Prices,BOM511720,BSE
Capri Global Capital Limited EOD Prices,BOM531595,BSE
Capricorn Systems Global Solutions Ltd. EOD Prices,BOM512169,BSE
Caprihans India Ltd.-$ EOD Prices,BOM509486,BSE
Caprolactam Chemicals Ltd. EOD Prices,BOM507486,BSE
Captain Pipes Ltd EOD Prices,BOM538817,BSE
Captain Polyplast Ltd EOD Prices,BOM536974,BSE
Carborundum Universal Ltd. EOD Prices,BOM513375,BSE
Career Point Ltd. EOD Prices,BOM533260,BSE
Carewell Industries Ltd EOD Prices,BOM538579,BSE
Carnation Industries Ltd. EOD Prices,BOM530609,BSE
Castex Technologies Ltd-$ EOD Prices,BOM532282,BSE
Castrol India Ltd. EOD Prices,BOM500870,BSE
Cat Technologies Ltd. EOD Prices,BOM531682,BSE
Catvision Limited EOD Prices,BOM531158,BSE
Ccl International Ltd. EOD Prices,BOM531900,BSE
Ccl Products (india) Ltd. EOD Prices,BOM519600,BSE
Ccs Infotech Ltd. EOD Prices,BOM532405,BSE
Cdr Health Care Ltd. EOD Prices,BOM523353,BSE
Ceat Ltd. EOD Prices,BOM500878,BSE
Ceejay Finance Ltd. EOD Prices,BOM530789,BSE
Ceenik Exports (india) Ltd. EOD Prices,BOM531119,BSE
Ceeta Industries Ltd. EOD Prices,BOM514171,BSE
Celebrity Fashions Ltd. EOD Prices,BOM532695,BSE
Celestial Biolabs Limited EOD Prices,BOM532871,BSE
Cenlub Industries Ltd. EOD Prices,BOM522251,BSE
Centenial Surgical Suture Ltd. EOD Prices,BOM531380,BSE
Centerac Technologies Ltd. EOD Prices,BOM531621,BSE
Central Bank Of India EOD Prices,BOM532885,BSE
Central Provinces Railways Co.ltd. EOD Prices,BOM501827,BSE
Centron Industrial Alliance Ltd. EOD Prices,BOM509499,BSE
Centrum Capital Ltd. EOD Prices,BOM501150,BSE
Centum Electronics Ltd. EOD Prices,BOM517544,BSE
Century Enka Ltd. EOD Prices,BOM500280,BSE
Century Extrusions Ltd. EOD Prices,BOM500083,BSE
Century Plyboards (i) Ltd.-$ EOD Prices,BOM532548,BSE
Century Textiles & Industries Ltd. EOD Prices,BOM500040,BSE
Century Twentyfirst Portfolio Ltd. EOD Prices,BOM530881,BSE
Cera Sanitaryware Ltd. EOD Prices,BOM532443,BSE
Cerebra Integrated Technologies Ltd. EOD Prices,BOM532413,BSE
Ces Limited EOD Prices,BOM512341,BSE
Cesc Ltd. EOD Prices,BOM500084,BSE
Cfl Capital Financial Services Ltd. EOD Prices,BOM511272,BSE
Cg-vak Software & Exports Ltd. EOD Prices,BOM531489,BSE
Chaman Lal Setia Exports Ltd.-$ EOD Prices,BOM530307,BSE
Chambal Breweries & Distilleries Ltd. EOD Prices,BOM512301,BSE
Chambal Fertilisers & Chemicals Ltd. EOD Prices,BOM500085,BSE
Champion Finsec Ltd. EOD Prices,BOM504367,BSE
Chanakya Investments Ltd. EOD Prices,BOM501270,BSE
Chandni Textiles Engineering Ind. Ltd EOD Prices,BOM522292,BSE
Chandra Prabhu International Ltd.-$ EOD Prices,BOM530309,BSE
Channel Nine Entertainment Ltd. EOD Prices,BOM535142,BSE
Charms Industries Ltd. EOD Prices,BOM531327,BSE
Chartered Capital & Investment Ltd. EOD Prices,BOM511696,BSE
Chartered Logistics Ltd. EOD Prices,BOM531977,BSE
Chase Bright Steel Ltd. EOD Prices,BOM504671,BSE
Chd Developers Ltd.-$ EOD Prices,BOM526917,BSE
Chembond Chemicals Ltd.-$ EOD Prices,BOM530871,BSE
Chemfab Alkalis Ltd. EOD Prices,BOM506894,BSE
Chemiesynth (vapi) Ltd EOD Prices,BOM539230,BSE
Chemo Pharma Laboratories Ltd. EOD Prices,BOM506365,BSE
Chemtech Industrial Valves Ltd EOD Prices,BOM537326,BSE
Chennai Ferrous Industries Ltd EOD Prices,BOM539011,BSE
Chennai Meenakshi Multispeciality Hospital Ltd.-$ EOD Prices,BOM523489,BSE
Chennai Petroleum Corporation Ltd. EOD Prices,BOM500110,BSE
Cheslind Textiles Ltd. EOD Prices,BOM521056,BSE
Cheviot Co.ltd.-$ EOD Prices,BOM526817,BSE
Chhattisgarh Industries Ltd. EOD Prices,BOM530495,BSE
Chitradurga Spintex Ltd. EOD Prices,BOM521244,BSE
Chl Ltd. EOD Prices,BOM532992,BSE
Choice International Ltd. EOD Prices,BOM531358,BSE
Chokhani Securities Ltd. EOD Prices,BOM511742,BSE
Choksi Imaging Ltd. EOD Prices,BOM530427,BSE
Choksi Laboratories Ltd. EOD Prices,BOM526546,BSE
Cholamandalam Investment And Finance Company Ltd EOD Prices,BOM511243,BSE
Chordia Food Products Ltd. EOD Prices,BOM519475,BSE
Chowgule Steamships Ltd. EOD Prices,BOM501833,BSE
Chpl Industries Ltd EOD Prices,BOM539335,BSE
Chromatic India Ltd. EOD Prices,BOM530191,BSE
Cigniti Technologies Ltd. EOD Prices,BOM534758,BSE
Cil Nova Petrochemicals Ltd. EOD Prices,BOM533407,BSE
Cil Securities Ltd. EOD Prices,BOM530829,BSE
Cimmco Ltd. EOD Prices,BOM505230,BSE
Cindrella Financial Services Ltd. EOD Prices,BOM531283,BSE
Cindrella Hotels Ltd.-$ EOD Prices,BOM526373,BSE
Cineline India Limited EOD Prices,BOM532807,BSE
Cinemax India Ltd. EOD Prices,BOM534711,BSE
Cinerad Communications Ltd. EOD Prices,BOM530457,BSE
Cinevista Ltd. EOD Prices,BOM532324,BSE
Cipla Ltd. EOD Prices,BOM500087,BSE
Circuit Systems (india) Ltd. EOD Prices,BOM532913,BSE
Cistro Telelink Ltd. EOD Prices,BOM531775,BSE
Citadel Realty And Developers Ltd. EOD Prices,BOM502445,BSE
Citiport Financial Services Ltd. EOD Prices,BOM531235,BSE
Citizen Infoline Ltd EOD Prices,BOM538786,BSE
Citizen Yarns Ltd. EOD Prices,BOM514366,BSE
City Online Services Ltd EOD Prices,BOM538674,BSE
City Union Bank Ltd. EOD Prices,BOM532210,BSE
Cityman Ltd. EOD Prices,BOM521210,BSE
Clariant Chemicals (india) Ltd. EOD Prices,BOM506390,BSE
Claris Lifesciences Ltd. EOD Prices,BOM533288,BSE
Classic Diamonds (india) Ltd. EOD Prices,BOM523200,BSE
Classic Electricals Ltd. EOD Prices,BOM512213,BSE
Classic Global Finance & Capital Ltd EOD Prices,BOM538433,BSE
Clio Infotech Ltd. EOD Prices,BOM530839,BSE
Clutch Auto Ltd.-$ EOD Prices,BOM505052,BSE
Cmc Ltd. EOD Prices,BOM517326,BSE
Cmi Fpe Ltd.-$ EOD Prices,BOM500147,BSE
Cmi Ltd. EOD Prices,BOM517330,BSE
Cni Research Ltd. EOD Prices,BOM512018,BSE
Coal India Ltd. EOD Prices,BOM533278,BSE
Coastal Corporation Ltd. EOD Prices,BOM501831,BSE
Coastal Roadways Ltd. EOD Prices,BOM520131,BSE
Cochin Malabar Estates & Industries Ltd. EOD Prices,BOM508571,BSE
Cochin Minerals & Rutile Ltd.-$ EOD Prices,BOM513353,BSE
Coffee Day Enterprises Ltd EOD Prices,BOM539436,BSE
Colgate-palmolive (india) Ltd. EOD Prices,BOM500830,BSE
Colinz Laboratories Ltd. EOD Prices,BOM531210,BSE
Combat Drugs Ltd. EOD Prices,BOM524752,BSE
Comfort Commotrade Ltd. EOD Prices,BOM534691,BSE
Comfort Fincap Ltd. EOD Prices,BOM535267,BSE
Comfort Intech Ltd.-$ EOD Prices,BOM531216,BSE
Commercial Engineers & Body Builders Co. Ltd. EOD Prices,BOM533272,BSE
Commex Technology Limited EOD Prices,BOM532342,BSE
Compact Disc India Ltd. EOD Prices,BOM526141,BSE
Competent Automobiles Co.ltd. EOD Prices,BOM531041,BSE
Compuage Infocom Ltd. EOD Prices,BOM532456,BSE
Compucom Software Ltd.-$ EOD Prices,BOM532339,BSE
Computer Point Ltd. EOD Prices,BOM507833,BSE
Conart Engineers Ltd.-$ EOD Prices,BOM522231,BSE
Concord Drugs Ltd EOD Prices,BOM538965,BSE
Concrete Credit Ltd EOD Prices,BOM539266,BSE
Confidence Finance And Trading Limited EOD Prices,BOM504340,BSE
Confidence Petroleum India Ltd. EOD Prices,BOM526829,BSE
Consecutive Investment & Trading Company Ltd EOD Prices,BOM539091,BSE
Consolidated Construction Consortium Ltd. EOD Prices,BOM532902,BSE
Container Corporation Of India Ltd. EOD Prices,BOM531344,BSE
Contil India Ltd. EOD Prices,BOM531067,BSE
Continental Controls Ltd. EOD Prices,BOM531460,BSE
Continental Petroleums Ltd. EOD Prices,BOM523232,BSE
Continental Securities Ltd EOD Prices,BOM538868,BSE
Control Print Ltd.-$ EOD Prices,BOM522295,BSE
Coral India Finance & Housing Ltd. EOD Prices,BOM531556,BSE
Coral Laboratories Ltd. EOD Prices,BOM524506,BSE
Cords Cable Industries Ltd. EOD Prices,BOM532941,BSE
Core Education & Technologies Ltd EOD Prices,BOM512199,BSE
Coromandel Agro Products & Oils Ltd. EOD Prices,BOM507543,BSE
Coromandel Engineering Company Ltd. EOD Prices,BOM533167,BSE
Coromandel International Ltd. EOD Prices,BOM506395,BSE
Corporate Courier And Cargo Ltd. EOD Prices,BOM526737,BSE
Corporation Bank EOD Prices,BOM532179,BSE
Cosboard Industries Ltd. EOD Prices,BOM530859,BSE
Cosco (india) Ltd.-$ EOD Prices,BOM530545,BSE
Cosmo Ferrites Ltd.-$ EOD Prices,BOM523100,BSE
Cosmo Films Ltd. EOD Prices,BOM508814,BSE
Cosyn Ltd EOD Prices,BOM538922,BSE
Country Club Hospitality & Holidays Ltd EOD Prices,BOM526550,BSE
Country Condo's Ltd. EOD Prices,BOM531624,BSE
Coventry Coil-o-matic (haryana) Ltd. EOD Prices,BOM523415,BSE
Covidh Technologies Limited EOD Prices,BOM534920,BSE
Cox & Kings Limited EOD Prices,BOM533144,BSE
Crane Infrastructure Ltd EOD Prices,BOM538770,BSE
Cranes Software International Ltd. EOD Prices,BOM512093,BSE
Cranex Ltd. EOD Prices,BOM522001,BSE
Cravatex Ltd. EOD Prices,BOM509472,BSE
Crazy Infotech Ltd. EOD Prices,BOM524388,BSE
Creative Eye Ltd. EOD Prices,BOM532392,BSE
Creative Merchants Ltd EOD Prices,BOM538504,BSE
Credit Analysis And Research Ltd. EOD Prices,BOM534804,BSE
Crescent Leasing Ltd EOD Prices,BOM539131,BSE
Cressanda Solutions Ltd. EOD Prices,BOM512379,BSE
Crest Animation Studios Ltd. EOD Prices,BOM526785,BSE
Crest Ventures Limited EOD Prices,BOM511413,BSE
Crestchem Ltd. EOD Prices,BOM526269,BSE
Crew B.o.s.products Ltd. EOD Prices,BOM532542,BSE
Crimson Metal Engineering Company Ltd EOD Prices,BOM526977,BSE
Crisil Ltd. EOD Prices,BOM500092,BSE
Crompton Greaves Ltd. EOD Prices,BOM500093,BSE
Crown Tours Ltd EOD Prices,BOM538521,BSE
Csl Finance Ltd EOD Prices,BOM530067,BSE
Css Technergy Ltd EOD Prices,BOM590050,BSE
Ctil Ltd. EOD Prices,BOM532363,BSE
Cubex Tubings Ltd. EOD Prices,BOM526027,BSE
Cubical Financial Services Ltd. EOD Prices,BOM511710,BSE
Cummins India Ltd. EOD Prices,BOM500480,BSE
Cupid Ltd.-$ EOD Prices,BOM530843,BSE
Cupid Trades & Finance Ltd. EOD Prices,BOM512361,BSE
Cura Technologies Ltd. EOD Prices,BOM532332,BSE
Cybele Industries Ltd. EOD Prices,BOM531472,BSE
Cyber Media (india) Ltd. EOD Prices,BOM532640,BSE
Cybermate Infotek Ltd. EOD Prices,BOM532271,BSE
Cyberscape Multimedia Ltd. EOD Prices,BOM532364,BSE
Cybertech Systems And Software Ltd. EOD Prices,BOM532173,BSE
Cyient Limited EOD Prices,BOM532175,BSE
D B Corp Ltd EOD Prices,BOM533151,BSE
D B Realty Ltd EOD Prices,BOM533160,BSE
D&h India Ltd-$ EOD Prices,BOM517514,BSE
D-link (india) Ltd EOD Prices,BOM533146,BSE
D.s.kulkarni Developers Ltd. EOD Prices,BOM523890,BSE
Dabur India Ltd. EOD Prices,BOM500096,BSE
Dai-ichi Karkaria Ltd.-$ EOD Prices,BOM526821,BSE
Daikaffil Chemicals India Ltd. EOD Prices,BOM530825,BSE
Dalal Street Investments Ltd. EOD Prices,BOM501148,BSE
Dalmia Bharat Ltd. EOD Prices,BOM533309,BSE
Dalmia Bharat Sugar And Industries Ltd EOD Prices,BOM500097,BSE
Damodar Industries Ltd.-$ EOD Prices,BOM521220,BSE
